cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
UgxTjxWFuU61WlzVwTx4AaABAg	ചേട്ടാ കൃത്യമായി പറഞ്ഞു ഈ കമന്റ് ഒന്ന് പിന് ചെയ്യണം റിയാസ് ഫാന്സ് ഈ വീഡിയോയില് പറഞ്ഞ കാര്യങ്ങളില് തെറ്റ് ഉണ്ടെങ്കില് വന്നു കമന്റ് ചെയ്യ് കാണട്ടെ	Humanist 	141	True	None	Pets_and_Animals	Bro, you said it correctly, this comment should be pinned. Riyaz fans, if there is any mistake in the things said in this video, come and comment.	('NEGATIVE', 0.7996838092803955)	('NEGATIVE', 0.9616169929504395)	NEG: 	others: 	:	0
UgxWGnFiR6tPE3EQJ2x4AaABAg	റോബിൻ ചേട്ടന്റെ ഇന്റർവ്യൂ കണ്ട് കണ്ട് പുള്ളിയോട് ചോദിക്കുന്ന ചോദ്യങ്ങൾക്ക് പുള്ളി എന്ത് ഉത്തരം പറയും എന്നത് എനിക്ക് കാണപ്പാഠം ആയി അറിയാം	Its Me	2.2K	False	None	Pets_and_Animals	After watching Robin Chetan's interview, I know how to answer the questions asked by Pulli.	('POSITIVE', 0.783155083656311)	('POSITIVE', 0.9995560050010681)	NEU: 	others: 	:	0
UgwjQUXR3Rt5WVeChpN4AaABAg	ഇനി എന്തിനാണ് ഒരു നാണംകെട്ട തിരിച്ചുവരവ് അർഹിച്ച അംഗീകാരം ഡോക്ടർ റോബിന് അതിനു മികച്ചതായി കിട്ടി 	𝗥𝗢𝗕𝗜𝗡💖𝘼𝙍𝙈𝙔  1🅜︎	92	False	None	Pets_and_Animals	Now why is Doctor Rob getting the recognition he deserves for a shameless comeback?	('NEGATIVE', 0.9323170185089111)	('NEGATIVE', 0.8017886877059937)	NEG: 	disgust: 	:	0
UgxWf3jVm0uqaiR0v8p4AaABAg	ഈ പ്രോഗ്രാം ജനങ്ങൾക്കു ഒരു പാട് മാനസീക സംഘർഷം ഉണ്ടാക്കുന്നുണ്ട് ഈ ഷോ എന്നെന്നേക്കുമായി അവസാനിപ്പിക്കണം കേസ് കൊടുക്കാം	Sibi Joseph	4.7K	False	None	Pets_and_Animals	This program is causing a lot of emotional stress to the people and a case can be filed to stop this show forever	('NEGATIVE', 0.9956641793251038)	('NEGATIVE', 0.9743285179138184)	NEG: 	fear: 	:	0
UgzHFSjJRI-uzYvfhpB4AaABAg	റോബിൻ തിരിച്ചു വരുമെന്ന് ഉറപ്പുള്ളവർ എത്രപേരുണ്ട് 	𝗥𝗢𝗕𝗜𝗡💖𝘼𝙍𝙈𝙔  1🅜︎	2K	False	None	Pets_and_Animals	How many are sure that Robin will return?	('NEGATIVE', 0.6039610505104065)	('NEGATIVE', 0.9283187985420227)	NEU: 	others: 	:	0
UgyyLiB01jdnTMmYeHV4AaABAg	റോബിനെ തരം താഴ്ത്താനും മനപ്പൂർവം നോമിനേറ്റ് ചെയ്യാനുമുള്ള ബിഗ് ബോസ്തന്ത്രമാണ് ഈ ടാസ്ക്	Padmini P K	203	False	None	Pets_and_Animals	This task is a big trick to demean and intentionally nominate Rob.	('POSITIVE', 0.7081871628761292)	('NEGATIVE', 0.9555166959762573)	NEG: 	others: 	:	0
UgxUGRYGfoW6XAr2sA14AaABAg	60 ദിവസം കാത്തിരുന്നു കിട്ടിയത്  ആണ് സുചിത്രയേ  അങ്ങനെ ഞങ്ങൾ വിട്ടുകൊടുക്കില്ല 	Asha lijo	1.2K	False	None	Pets_and_Animals	We will not give Suchitra away after waiting for 60 days	('NEGATIVE', 0.7866296768188477)	('NEGATIVE', 0.9372252225875854)	NEU: 	others: 	:	0
UgwGEpkPxSGbXKDznUh4AaABAg	വഴക്കുണ്ടാകുമ്പോൾ റോബിനെ ദിൽഷ ശാന്തമാകുന്നത് പലപ്പോഴും കാണാംറോബിനെ കൂടുതൽ ആക്രമണകാരിയായി മാറ്റാത്തത്    ദിൽഷയുടെ ഇടപെടൽ കൊണ്ടാണ് ലാസ്റ്റ് വാണിംഗ് കിട്ടിയതുകൊണ്ട് ദിൽഷ റോബിന്റെ  കാര്യത്തിൽ വളരെയധികം ശ്രദ്ധിക്കുന്നുണ്ട്നല്ലൊരു സുഹൃത്തായി തന്നെയാണ് ദിൽഷ മുന്നോട്ടുപോകുന്നത്	Sijo M	614	False	None	Pets_and_Animals	It is often seen that Dilsha calms down Rob when there is a fight. It is because of Dilsha's intervention that Rob does not become more aggressive. Dilsha is very attentive to Rob because of her intervention. Dilsha is a good friend.	('POSITIVE', 0.9693635106086731)	('POSITIVE', 0.9988794922828674)	POS: 	others: 	:	0
UgxF7b4iAE15ZB3g_-R4AaABAg	ജാസ്മിൻ വിളിച്ചത് എന്താ തെറ്റ് അങ്ങനത്തെ കളി അല്ലെ റോബിൻ കളിക്കുന്നത്	Mallus	667	False	None	Pets_and_Animals	Jasmine called what's wrong Robin is playing such a game	('POSITIVE', 0.7419949769973755)	('NEGATIVE', 0.9998231530189514)	NEU: 	others: 	:	0
UgzuWi9nXFm-I1tOWpV4AaABAg	ആഹാ എന്താപ്പോ ഇവരുടെ കഥാ  നമ്മള് വിടാൻ ഉദ്ദേശിച്ചാലും ഇവര് വിടുന്നില്ലല്ലോ എങ്ങനെ ആണേലും മ്മക്ക് ഒരു കുഴപ്പവുല്ല 	Zaiha Mehrish	1.2K	True	None	Pets_and_Animals	Ah, even if we want to leave their story, we don't have a problem with them.	('POSITIVE', 0.9890620112419128)	('POSITIVE', 0.9783003926277161)	NEU: 	others: 	:	0
UgzwkW47E1G8Z6mGJil4AaABAg	സൂരജ് ആകെ കളിക്കുന്ന ഗെയിം എന്നു പറയുന്നത് ആളിയാ അളിയാ എന്നു വിളിക്കുന്നത് തന്നെ	R&G	32	False	None	Pets_and_Animals	Sooraj's whole game is called Aaliya Aaliya	('POSITIVE', 0.5077614784240723)	('POSITIVE', 0.6994099617004395)	NEU: 	others: 	:	0
UgxR0YMUk8wA2bwlElZ4AaABAg	ഒരു കണക്കിന് ഇവർ രണ്ടു പേരും പോയത് നന്നായി ഇതോടുകുടി ബിഗ്ഗ്ബോസ്സിൽ പറയപ്പെടുന്ന ലവ് സ്ട്രന്റെജി ക്കു ഒരു ഉത്തരം കിട്ടും 	Govardhan R	166	False	None	Pets_and_Animals	It's good that both of them went well and this will give an answer to the love strategy in Bigg Boss.	('POSITIVE', 0.984747588634491)	('POSITIVE', 0.9988433122634888)	POS: 	others:  	:	0
Ugyp4Uh8Rnx71kZDiMh4AaABAg	ബിഗ് ബോസ്സിൽ എപ്പോഴും ഡോക്ടർ വല്ല പ്രശ്നം ഉണ്ടാക്കുമ്പോൾ ബ്ലെസ്സ്ലീ മാത്രം ഡോക്ടർ ഒപ്പം നിൽക്കുന്നദ് 	Neelesh Ktd1997	103	False	None	Pets_and_Animals	In Bigg Boss, whenever the doctor creates a problem, only Blesslee stands by the doctor	('NEGATIVE', 0.8760188817977905)	('POSITIVE', 0.9515841007232666)	NEU: 	others: 	:	0
UgzQzg-tA_9ArQ-EP4l4AaABAg	പാലാരിവട്ടം പാലത്തിലെ ഏതൊരു തൂണ് ആണ് നിമിഷ വെച്ചത് ഇജ്ജാതി കമന്റ് എന്റെ സമ്മര് അണ്ണോ പൊളിച്ചു	Humanist 	32	False	None	Pets_and_Animals	Any pillar in Palarivattam bridge was placed by Nimisha. Ijjati comment broke my Sammar Anno.	('NEGATIVE', 0.8181371688842773)	('NEGATIVE', 0.999872088432312)	NEG: 	others: 	:	0
Ugzw3DD3mEZvUQ4-Fcx4AaABAg	ഇവർ തിരിച്ചു വരികയാണെങ്കിൽ അത് തികച്ചും തോന്നിവാസം എന്നെ പറയാൻ സാധിക്കുകയുള്ളു കാരണം നമ്മുടെ വോട്ടിനു ഒരു വിലയും ഇല്ലാതെയാവുകയാണ് പുതിയ എൻട്രി വരട്ടെ	unni ck	194	False	None	Pets_and_Animals	If they come back, I can say that it will be perfect because our vote will be worthless. Let the new entry come.	('NEGATIVE', 0.6388797760009766)	('NEGATIVE', 0.5839670300483704)	POS: 	joy: 	:	0
UgxKB33W3WAKHxV6au94AaABAg	ഫോൺ ണോ	Prasanth Chandran v r	0	False	None	Pets_and_Animals	Do you want a phone?	('NEGATIVE', 0.6676154732704163)	('NEGATIVE', 0.9876720905303955)	NEU: 	others: 	:	0
Ugz_Nfu1Hu91wkRzFtN4AaABAg.9bW_2H9b8iI9bWmin64S72	രണ്ടു മണിക്കൂർ തടിക്കൽ ആയിരിക്കില്ല  ശരീരമാകെ പൊള്ളി  ഫ്രൈ  രൂപത്തിലാകും  	ഒരു പോത്ത് പ്രേമി	0	False	None	Pets_and_Animals	It won't be fat for two hours and the whole body will be in the form of polly fry	('NEGATIVE', 0.9463054537773132)	('NEGATIVE', 0.9999939203262329)	NEU: 	others: 	:	1
Ugxg6-KvFCiTFUqUdHp4AaABAg	പാല് വാങ്ങിക്കാൻ ആളുണ്ടെങ്കിൽ പശു വളർത്തൽ ലാഭം ഉള്ള  ബിസിനെസ് തന്നെയാണ് മിൽമയിൽ കൊടുത്താൽ കാലിത്തീറ്റയുടെ വിലയും നമ്മുടെ അധ്വാനവും കൂടി നോക്കുമ്പോൾ മുതലാവില്ല	Mundekatashir Ashir	4	False	None	Pets_and_Animals	If there are people to buy milk, cow farming is a profitable business.	('POSITIVE', 0.6666147708892822)	('NEGATIVE', 0.568464457988739)	POS:  	others: 	:	0
UgwX18_9NTSugTDkKb94AaABAg	ടാർപോളിൻ വില മനസ്സിലായില്ല വില അടക്കം ഡീറ്റെയിൽ ആയിട്ടുള്ള വീഡിയോ ഉണ്ടെങ്കിൽ ഉപകാരമായിരുന്നു	aaaaa	3	False	None	Pets_and_Animals	I did not understand the price of tarpaulin. It would be helpful if there is a detailed video including the price	('NEGATIVE', 0.9946634769439697)	('NEGATIVE', 0.9999361038208008)	NEG:  	others: 	:	0
UgyndWSrhXRex6hZuiJ4AaABAg	മിക്കവാറും എല്ലാത്തിനും പ്രായം കൂടുതൽ ആണെന്ന് തോന്നുന്നുവീഡിയോ 	rojin Jerald	3	True	None	Pets_and_Animals	Almost everything looks older than the video	('NEGATIVE', 0.7665925621986389)	('NEGATIVE', 0.9998548030853271)	NEU:  	others: 	:	0
UgzbtjdLCb1vyoPprrF4AaABAg	വളർത്തി വളർത്തി മതിയായി ലാഭം വേണ്ട മുതൽ എന്റെ കയ്യിൽ തന്നെ ഇരിക്കട്ടെ	Ajayan Pk	12	True	None	Pets_and_Animals	Let it be kept in my hands since I need to grow it and grow it enough	('POSITIVE', 0.8857952952384949)	('POSITIVE', 0.8334327340126038)	NEU: 	others: 	:	0
UgyFIIvGcnuUaHHQJNR4AaABAg	കഴിവിന്റെ പരമാവധി എല്ലാം വീഡിയോയിൽ ഉൾപ്പെടുത്തി ഞങ്ങളിലേക് എത്തിക്കുന്ന നിങ്ങൾക്ക് ഒരു പാട് നന്ദി	VLOggeR Sk BOy	15	True	None	Pets_and_Animals	Thank you so much for putting everything you can into the video and bringing it to us	('POSITIVE', 0.9656119346618652)	('POSITIVE', 0.9976880550384521)	POS: 	joy: 	:	0
UgyBtTg7CjnaRc3XhoR4AaABAg	മത്സരം നന്നായിരുന്നു ഇതിന് ആദ്യമായി മുൻകൈയെടുത്ത ഷോജി ചേട്ടനും ആശസകൾ ഇനിയും ഇതുപോലെ മത്സരങ്ങൾ സംഘടിപ്പിക്കണംഅറിഞ്ഞോ അറിയാതെയോ ഏതെങ്കിലും ചെറിയ തെറ്റുകൾ പറ്റിപോയിട്ടുണ്ടെങ്കിൽ അതെലാം അടുത്ത മത്സരത്തിൽ നികത്തി ഷോജി ചേട്ടൻ മുന്നോട്ട് തന്നെ പോവാണം 	PET BAZZAR THRISSUR	3	True	None	Pets_and_Animals	The match was good, Shoji Chetan took the initiative for this and I hope that more matches should be organized like this. If any small mistakes have been made knowingly or unknowingly, they should be corrected in the next match and Shoji Chetan should move forward.	('POSITIVE', 0.9821572303771973)	('POSITIVE', 0.9973830580711365)	POS: 	others: 	:	0
UgyrwnJILIAsY9XLmh14AaABAg	പേരിടുമ്പോഴും  മറ്റു പോത്തുകളെ ഓർത്ത  ഇക്ക നിങ്ങളാണ് യഥാർത്ഥ പോത്ത് സ്നേഹി	Paulo Dybala	1	False	None	Pets_and_Animals	You are a true buffalo lover who remembers other buffaloes even when naming them	('POSITIVE', 0.8871442675590515)	('POSITIVE', 0.998028576374054)	NEU:  	others: 	:	0
Ugx7Ij4jFzQAsU26YLt4AaABAg	ഈ വിഡിയോയിൽ വന്ന പല കമന്റുകളും വെറും ഊഹാപോഹങ്ങൾ മാത്രമാണ്1 ഈ വിഡിയോയിൽ കൃത്യമായി പറയുന്നുണ്ട് മാലക്ക ഫാമിൽ പശുകൾക്ക് വില കൂടുതലാണെന്നു അതിന്റ കാരണവും വിശദമാക്കുന്നുണ്ട്2 ഫോൺ ചെയ്യുമ്പോൾ പലപ്പോഴും കിട്ടുന്നില്ല എന്നതും അതിന് പരിഹാരം കണ്ടതായും പറയുന്നുണ്ട്3 വേണേൽ വാങ്ങിയാൽ മതിയെന്ന സ്റ്റാഫിന്റെ പെരുമാറ്റം - അത് പരിഹരിച്ചു കൃഷിയോടും പശുക്കളോടും താല്പര്യമുള്ള സ്റ്റാഫിന്റെ സേവനം ലഭ്യമാണെന്നും പറയുന്നുണ്ട്4 പശുക്കളുടെ ക്വാളിറ്റിയും രോഗവും - ഏകദേശം മുന്നൂറോളം പശുക്കൾ നിൽക്കുന്നതിൽ നിന്നും സെലക്ട് ചെയ്യാനുള്ള ഓപ്ഷൻ ഉള്ളപ്പോൾ ക്വാളിറ്റിയെ പറ്റി പറയുന്നത് വെറും അസൂയ മാത്രം5 വാങ്ങിയതിനു ശേഷമുള്ള അസുഖം -  മാലാക്കയിൽ നിന്നല്ല ഏതു സ്ഥലത്തു നിന്നും വാങ്ങിയാലും പശുക്കളെ മിനിമം രണ്ടാഴ്ച എങ്കിലും നിരീക്ഷണം നടത്തിയും രക്ത-ചാണക പരിശോധനകളിലൂടെ രോഗങ്ങൾ ഇല്ലെന്നു ഉറപ്പ് വരുത്തേണ്ടത് അത്യാവശ്യം ആണ്എന്റെ ഒരു വ്യക്തിപരമായ അഭിപ്രായം വിലകുറഞ്ഞ പശുക്കളെ വാങ്ങുവാൻ ആഗ്രഹിക്കുന്നവർ ഒരിക്കലും തമിഴ്നാട്ടിലോ ഇതുപോലുള്ള ഫാമിലോ പോകരുത് നല്ല പശുകൾക്ക് എല്ലായിടത്തും നല്ല വില കൊടുക്കേണ്ടി വരും പിന്നെ ഇതിലും വിലക്കുറവിൽ കിട്ടും എന്ന് പറയുന്നവർ മിനിമം 5 പശു എങ്കിലും സ്റ്റോക്ക് ചെയ്തു വെച്ചിട്ടോ അല്ലെങ്കിൽ ഉള്ള സ്ഥലം കൃത്യമായി കമെന്റിൽ ചേർത്തുകൊണ്ടോ എഴുതുകപിന്നെ രാജേഷിന്റെ കണ്ണാടി അത് അയാളുടെ വ്യക്തിപരമായ കാര്യം മാത്രമാണ്	SHOJI RAVI	7	False	None	Pets_and_Animals	Many of the comments in this video are just speculations.1 This video clearly states that the price of cows is high in Malacca Farm and explains the reason for that.2 It says that when you call, it is often not available and it has been solved. Quality is just jealous when you have the option to select the cows from stand 5 Illness after purchase - No matter where you buy from Malacca it is important to observe the cows for at least two weeks and make sure they are free of diseases through blood and dung tests My personal opinion is that those who want to buy cheap cows should never go to Tamil Nadu or a farm like this. Don't go for good cows you have to pay good prices everywhere and get them cheaper Those who say and write at least 5 cows in stock or by adding the exact location in the comment then Rajesh's mirror it is only his personal matter.	('NEGATIVE', 0.9998179078102112)	('NEGATIVE', 0.9988886713981628)	NEG:  	others: 	:	0
UgyMJ36cXWlft8RWi_94AaABAg	എൻ്റ അനുഭവത്തിൽ വിശ്വാസിച്ച് ആടുകളെ വാങ്ങാവുന്ന ഒരു ഇടം തന്നെ	Sasi Kumar	6	False	None	Pets_and_Animals	Trusting my experience, it is a place where you can buy goats	('POSITIVE', 0.992368757724762)	('POSITIVE', 0.6168810725212097)	POS: 	others: 	:	0
UgzbwEt0wKStRFnl_ZB4AaABAg	അടിപൊളി വീഡിയോ ഷോജി ചേട്ടാ	Agro Food	5	True	None	Pets_and_Animals	Cool video Shoji Chetta	('POSITIVE', 0.9722975492477417)	('POSITIVE', 0.9994890689849854)	POS: 	joy: 	:	0
UgwfAsGtJYjvDdnXexx4AaABAg	മിനറൽ ബ്ലോക്ക് വാങ്ങാൻ വാട്സാപ്പ് ചെയ്യൂ 9605198978	SHOJI RAVI	7	False	None	Pets_and_Animals	To buy mineral block whatsapp 9605198978	('NEGATIVE', 0.9327956438064575)	('NEGATIVE', 0.9976409673690796)	NEU: 	others: 	:	0
